priority,product_id,product_name,variant_id,sku / variant_code,current_image_url,issue_type,grouped_family_key,recommended_asset_name,recommended_action
420,e95844b7-64c5-49f0-97b2-7360236bfbd8,Jota CX21 Finishing Karbit Frez - Finishing Karbit,b05dbc49-5358-4d4f-9a7b-c490acf40051,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/3e924d0e-ec55-48c8-a0cf-056ea3375c6b/image_1950.webp,likely_non_transparent_or_white_canvas|duplicate_image_url,,jota-jota-cx21-finishing-karbit-frez-finishing-karbit-karbit-frez.webp,Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
421,a23f5dfe-6b09-4c17-a3fe-96f35372024b,Jota Special Frez Paketi,f2489bfe-ba42-4895-87ea-bd4cf76d11d8,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/6afc68ff-250d-498f-b193-795e8a4aa90b/image_1950.webp,likely_non_transparent_or_white_canvas|duplicate_image_url,,jota-jota-special-frez-paketi-setler-paket.webp,Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
422,cec9427d-2c36-4c5a-a1c3-098056ee9bcf,Kompozit Cilalama Paket,9cba2bb7-7981-4fd7-8ced-51525922cca1,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/d8453546-75f0-4f15-8826-265eedc40798/image_1950.webp,likely_non_transparent_or_white_canvas|duplicate_image_url,,jota-kompozit-cilalama-paket-setler-paket.webp,Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
423,22fe2d87-acbe-4503-9015-1d6ce57a60ee,Lityum Disilikat Cilalama Paketi,440f2da2-5e06-4a77-bd6a-807335430a0a,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/6352fb48-4f0b-45c5-86fc-3ab15e9728d9/image_1950.webp,likely_non_transparent_or_white_canvas|duplicate_image_url,,jota-lityum-disilikat-cilalama-paketi-setler-paket.webp,Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
424,288886f3-f2e3-4f91-8d00-8daec7ce5288,Metal Cilalama Paket,e4826851-8a5d-443d-acc8-ab18947fff90,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/82ce6dda-b439-4e77-a1ca-1158adb02a97/image_1950.webp,likely_non_transparent_or_white_canvas|duplicate_image_url,,jota-metal-cilalama-paket-setler-paket.webp,Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
425,c7f5cc1e-614b-4553-a75a-47a2a61383fb,Metal Kesim Frez Paketi (CROWN CUTTERS),6d67d46d-87a1-453b-aef8-2c117b520bd9,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/c34aeb1c-a09e-4924-beb2-5d201b462e91/image_1950.webp,likely_non_transparent_or_white_canvas|duplicate_image_url,,jota-metal-kesim-frez-paketi-crown-cutters-setler-paket.webp,Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
426,8e4f68f7-5851-44dd-9857-612e3439d392,Seramik Cilalama Paketi,0123ff26-f306-4168-b8fe-d59dedf35a00,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/c900c1ad-00f0-4c06-a52a-ca68c6bf6c57/image_1950.webp,likely_non_transparent_or_white_canvas|duplicate_image_url,,jota-seramik-cilalama-paketi-setler-paket.webp,Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
427,c4742ca3-eea0-4308-b1d0-e6f022ef1d71,Universal Cilalama Paketi,92fe417d-08d8-42cb-8247-12ed7a132199,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/4e4c5b8d-62af-49e0-b2d7-8ddc28e73631/image_1950.webp,likely_non_transparent_or_white_canvas|duplicate_image_url,,jota-universal-cilalama-paketi-setler-paket.webp,Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
428,c186005f-c85a-47f7-920b-db56081d8197,Zirkonyum Cilalama Paketi,940fe924-9fa3-491c-8fb0-01448e5d70bd,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/01437523-ab8b-4a78-98f2-cce937bd6065/image_1950.webp,likely_non_transparent_or_white_canvas|duplicate_image_url,,jota-zirkonyum-cilalama-paketi-setler-paket.webp,Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
429,abe7db62-d2b1-4f34-bf95-c0fe60b4db1c,Zirkonyum Elmas Frez Paketi,f2f0e854-8d76-4241-a454-ba301227dbd9,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/5c918a55-fee8-441b-b515-32d52b45bcc2/image_1950.webp,likely_non_transparent_or_white_canvas|duplicate_image_url,,jota-zirkonyum-elmas-frez-paketi-setler-paket.webp,Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
430,d8d14bdb-6b99-434f-911a-2b11f9368155,Karbit Frez Paketi,36ea468d-8929-449c-80c1-328d32a7c14a,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/dd42fb67-5071-45b2-9bbb-b7b4cb4cb976/image_1950.webp,likely_non_square_image,,jota-karbit-frez-paketi-setler-paket.webp,Replace with centered 1:1 transparent WebP/PNG
431,2f67f468-c0ff-4015-ab04-f17df5ea0284,801 L Paketi,495cf3b1-2f10-48f8-9ed6-1695635a6602,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/f7f8cd3f-7216-4fa3-ad16-ac41ba00fcdf/image_1950.webp,likely_non_transparent_or_white_canvas,,jota-801-l-paketi-setler-paket.webp,Remove white canvas/background and export transparent WebP
432,f83e1d47-07c3-456c-b7de-8177953f716f,830 Alev Elmas Frez Paketi,8c8cc157-6fa1-496f-85e8-cafc1fad112f,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/154667d5-ebbc-42c8-a271-123a97e7261b/image_1950.webp,likely_non_transparent_or_white_canvas,,jota-830-alev-elmas-frez-paketi-setler-paket.webp,Remove white canvas/background and export transparent WebP
433,f83e1d47-07c3-456c-b7de-8177953f716f,830 Alev Elmas Frez Paketi,cbcaa13c-d746-4e92-8a4b-7204e7ae437e,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/98ffd1f9-0ec4-49e0-bdce-14206ca6544b/image_1950.webp,likely_non_transparent_or_white_canvas,,jota-830-alev-elmas-frez-paketi-setler-paket.webp,Remove white canvas/background and export transparent WebP
434,f83e1d47-07c3-456c-b7de-8177953f716f,830 Alev Elmas Frez Paketi,ac48d231-d135-45b4-aca3-fc5ce7d928cc,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/61b4923e-de54-47b7-8a3a-de6c28d31968/image_1950.webp,likely_non_transparent_or_white_canvas,,jota-830-alev-elmas-frez-paketi-setler-paket.webp,Remove white canvas/background and export transparent WebP
435,ae86ca37-7dc4-468b-8fb2-26d1dac443d3,833 Armut Elmas Frez Paketi,266964cf-936d-414d-b3a5-5f82d85b2181,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/c6c9fd1c-b882-4b50-837f-69804fa42308/image_1950.webp,likely_non_transparent_or_white_canvas,,jota-833-armut-elmas-frez-paketi-setler-paket.webp,Remove white canvas/background and export transparent WebP
436,ae86ca37-7dc4-468b-8fb2-26d1dac443d3,833 Armut Elmas Frez Paketi,6b936d57-afd1-4929-b48c-49b46e84d8bc,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/0d6d4e19-64d0-41a4-a09e-24732d0bfa42/image_1950.webp,likely_non_transparent_or_white_canvas,,jota-833-armut-elmas-frez-paketi-setler-paket.webp,Remove white canvas/background and export transparent WebP
437,ae86ca37-7dc4-468b-8fb2-26d1dac443d3,833 Armut Elmas Frez Paketi,3cf85380-2ac2-4926-a98c-5fafa7c0926b,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/b37af692-988c-444d-bca9-d4018be64396/image_1950.webp,likely_non_transparent_or_white_canvas,,jota-833-armut-elmas-frez-paketi-setler-paket.webp,Remove white canvas/background and export transparent WebP
438,7c16ba53-a2d7-4450-9317-b58eed3da95f,837L Hızlı Preparasyon Frez Paketi,96b04ce4-62ef-4de0-ac26-50fb78e94898,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/781d2b26-0a12-4a0f-9b28-b9ad292d7ca2/image_1950.webp,likely_non_transparent_or_white_canvas,,jota-837l-h-zl-preparasyon-frez-paketi-setler-paket.webp,Remove white canvas/background and export transparent WebP
439,9ae8aa84-c910-4a14-b39a-93a339d9bffa,850 Elmas Frez Paketi,093fe162-7669-458c-aeeb-5e2e919c2514,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/fa09fe09-7b27-4483-a891-7a707bdd0aec/image_1950.webp,likely_non_transparent_or_white_canvas,,jota-850-elmas-frez-paketi-setler-paket.webp,Remove white canvas/background and export transparent WebP
440,9ae8aa84-c910-4a14-b39a-93a339d9bffa,850 Elmas Frez Paketi,d04c2603-dcc7-44ea-a301-0e31f7b7bd56,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/29792649-c0ec-40b8-a076-8ade0ab767af/image_1950.webp,likely_non_transparent_or_white_canvas,,jota-850-elmas-frez-paketi-setler-paket.webp,Remove white canvas/background and export transparent WebP
441,754a7e0c-2110-4e31-b5c3-f1efe0d3aef9,852 Elmas Frez Paketi,452717b7-e1fe-496e-83c9-0d39f8e5cb42,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/8f30fa69-c775-47a2-b502-da510c88b408/image_1950.webp,likely_non_transparent_or_white_canvas,,jota-852-elmas-frez-paketi-setler-paket.webp,Remove white canvas/background and export transparent WebP
442,754a7e0c-2110-4e31-b5c3-f1efe0d3aef9,852 Elmas Frez Paketi,0571e213-a594-450b-b8c6-5aa0dca74fcc,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/0a6a5c97-136c-4b1e-9bcb-bdeeb0447c77/image_1950.webp,likely_non_transparent_or_white_canvas,,jota-852-elmas-frez-paketi-setler-paket.webp,Remove white canvas/background and export transparent WebP
443,754a7e0c-2110-4e31-b5c3-f1efe0d3aef9,852 Elmas Frez Paketi,f687f9cd-a14a-41d6-8ba4-78c971715657,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/887e8f7c-ace7-4eef-8e27-876a95cc395d/image_1950.webp,likely_non_transparent_or_white_canvas,,jota-852-elmas-frez-paketi-setler-paket.webp,Remove white canvas/background and export transparent WebP
444,5f6d8df3-8d7b-4917-a94f-b4763db8e067,859 Elmas Frez Paketi,a7fec029-bc01-40cf-87c3-6d1dd27646e1,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/8c2e6a6c-a940-4318-bede-3d9962aa4dc7/image_1950.webp,likely_non_transparent_or_white_canvas,,jota-859-elmas-frez-paketi-setler-paket.webp,Remove white canvas/background and export transparent WebP
445,5f6d8df3-8d7b-4917-a94f-b4763db8e067,859 Elmas Frez Paketi,9714dddf-19c5-4d23-aada-4d1d8a27bfb5,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/6db9e605-d544-4a8d-abb5-fdbf2e41565a/image_1950.webp,likely_non_transparent_or_white_canvas,,jota-859-elmas-frez-paketi-setler-paket.webp,Remove white canvas/background and export transparent WebP
446,5f6d8df3-8d7b-4917-a94f-b4763db8e067,859 Elmas Frez Paketi,8c316579-98c7-49ae-a655-a48b85acd83f,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/66f5ad9f-1531-4330-ad81-8b3f531877ff/image_1950.webp,likely_non_transparent_or_white_canvas,,jota-859-elmas-frez-paketi-setler-paket.webp,Remove white canvas/background and export transparent WebP
447,5f6d8df3-8d7b-4917-a94f-b4763db8e067,859 Elmas Frez Paketi,52966ebb-e21a-48dc-9332-6ed926539416,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/0d6072d6-d814-4ce1-a18c-3f9976b8ac00/image_1950.webp,likely_non_transparent_or_white_canvas,,jota-859-elmas-frez-paketi-setler-paket.webp,Remove white canvas/background and export transparent WebP
448,5f6d8df3-8d7b-4917-a94f-b4763db8e067,859 Elmas Frez Paketi,345054cb-f477-424b-8091-800a37595661,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/70c33529-0fd8-458b-b7fb-cfad84488958/image_1950.webp,likely_non_transparent_or_white_canvas,,jota-859-elmas-frez-paketi-setler-paket.webp,Remove white canvas/background and export transparent WebP
449,d90f6a0f-837a-42ef-96cc-e61037f16ec5,862 Elmas Frez Paketi,125be282-82be-4027-acd3-dde4d70bab73,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/9960b4d7-003d-4f07-bd89-5daa7798effe/image_1950.webp,likely_non_transparent_or_white_canvas,,jota-862-elmas-frez-paketi-setler-paket.webp,Remove white canvas/background and export transparent WebP
450,d90f6a0f-837a-42ef-96cc-e61037f16ec5,862 Elmas Frez Paketi,84c56bca-57ac-4cdf-8e47-7353fc9fff67,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/893985b9-b70a-4d14-9d6f-d5139fc56ad7/image_1950.webp,likely_non_transparent_or_white_canvas,,jota-862-elmas-frez-paketi-setler-paket.webp,Remove white canvas/background and export transparent WebP
451,d90f6a0f-837a-42ef-96cc-e61037f16ec5,862 Elmas Frez Paketi,d0b7d1ae-954b-4de3-9b72-5f62972b917b,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/5b3903b4-36bf-4981-98a0-f86b6976788d/image_1950.webp,likely_non_transparent_or_white_canvas,,jota-862-elmas-frez-paketi-setler-paket.webp,Remove white canvas/background and export transparent WebP
452,02681310-8169-48db-b223-b17a9b4589ab,868 Elmas Frez Paketi,c23cb24a-2cb4-4747-bc1b-9caaeebfcffc,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/3763b0c0-a3c4-4c1d-9f82-62bf9c16b727/image_1950.webp,likely_non_transparent_or_white_canvas,,jota-868-elmas-frez-paketi-setler-paket.webp,Remove white canvas/background and export transparent WebP
453,02681310-8169-48db-b223-b17a9b4589ab,868 Elmas Frez Paketi,b05f0489-f90c-42bf-9d5d-c9d55e96bf15,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/392fd505-7e7c-4ce2-80b7-3df6802fba0e/image_1950.webp,likely_non_transparent_or_white_canvas,,jota-868-elmas-frez-paketi-setler-paket.webp,Remove white canvas/background and export transparent WebP
454,027faf48-a86d-4ba0-ba11-12d8d65c2f4a,Abrezif Cilalama Paketi,fb312a94-e3b4-4f91-afc6-30437da5a618,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/d7a6c921-ef62-48a4-9127-3ba66bd8cafd/image_1950.webp,likely_non_transparent_or_white_canvas,,jota-abrezif-cilalama-paketi-setler-paket.webp,Remove white canvas/background and export transparent WebP
455,027faf48-a86d-4ba0-ba11-12d8d65c2f4a,Abrezif Cilalama Paketi,a889aeaa-b467-45dd-b8de-119ece1b2847,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/fa087f21-fce5-4949-a898-8db04938f270/image_1950.webp,likely_non_transparent_or_white_canvas,,jota-abrezif-cilalama-paketi-setler-paket.webp,Remove white canvas/background and export transparent WebP
456,a4695cdd-9021-4fae-9ca7-0ce5671402a8,Jota C1 Yuvarlak Karbit Frez - Yuvarlak Karbit,be6d5686-5bfa-4f03-bf8a-c027976e6e21,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/0bef52e8-a4bd-4124-aebd-f0fbfb59b497/image_1950.webp,likely_non_transparent_or_white_canvas,,jota-jota-c1-yuvarlak-karbit-frez-yuvarlak-karbit-karbit-frez.webp,Remove white canvas/background and export transparent WebP
457,a4695cdd-9021-4fae-9ca7-0ce5671402a8,Jota C1 Yuvarlak Karbit Frez - Yuvarlak Karbit,82fbab52-6086-4e31-a700-5ba6b81573e5,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/8010cfe5-affb-4ae7-b6b8-ea3d255d5934/image_1950.webp,likely_non_transparent_or_white_canvas,,jota-jota-c1-yuvarlak-karbit-frez-yuvarlak-karbit-karbit-frez.webp,Remove white canvas/background and export transparent WebP
458,a4695cdd-9021-4fae-9ca7-0ce5671402a8,Jota C1 Yuvarlak Karbit Frez - Yuvarlak Karbit,b8641e8f-40ac-4c20-87e3-1a598375ed25,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/209c5bef-e03d-487d-8fdf-2dbadc20781a/image_1950.webp,likely_non_transparent_or_white_canvas,,jota-jota-c1-yuvarlak-karbit-frez-yuvarlak-karbit-karbit-frez.webp,Remove white canvas/background and export transparent WebP
459,a4695cdd-9021-4fae-9ca7-0ce5671402a8,Jota C1 Yuvarlak Karbit Frez - Yuvarlak Karbit,476f0e58-ad03-4344-8b7a-4829104f362d,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/572917ce-80e6-4ced-b30d-6318da5a5aa2/image_1950.webp,likely_non_transparent_or_white_canvas,,jota-jota-c1-yuvarlak-karbit-frez-yuvarlak-karbit-karbit-frez.webp,Remove white canvas/background and export transparent WebP
460,a4695cdd-9021-4fae-9ca7-0ce5671402a8,Jota C1 Yuvarlak Karbit Frez - Yuvarlak Karbit,875950fe-edd4-4ae5-bc55-98c7bd09067f,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/6f35aeda-33ed-4445-bc81-f8f34776c167/image_1950.webp,likely_non_transparent_or_white_canvas,,jota-jota-c1-yuvarlak-karbit-frez-yuvarlak-karbit-karbit-frez.webp,Remove white canvas/background and export transparent WebP
461,a4695cdd-9021-4fae-9ca7-0ce5671402a8,Jota C1 Yuvarlak Karbit Frez - Yuvarlak Karbit,fc43f1b7-6c72-4fea-b4f0-d64528be6018,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/c5e366f3-9f80-44dc-a69e-28536acf0bb7/image_1950.webp,likely_non_transparent_or_white_canvas,,jota-jota-c1-yuvarlak-karbit-frez-yuvarlak-karbit-karbit-frez.webp,Remove white canvas/background and export transparent WebP
462,b3d6bec6-1a60-4a45-9217-90ba66afffe6,Jota C1S Yuvarlak Karbit Frez - Yuvarlak Karbit,54eb6270-e877-45f7-a229-bb9faa2509a4,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/e9f7a9f8-1bed-4de9-9612-509a7f2bcc15/image_1950.webp,likely_non_transparent_or_white_canvas,,jota-jota-c1s-yuvarlak-karbit-frez-yuvarlak-karbit-karbit-frez.webp,Remove white canvas/background and export transparent WebP
463,b3d6bec6-1a60-4a45-9217-90ba66afffe6,Jota C1S Yuvarlak Karbit Frez - Yuvarlak Karbit,a4d89bb8-c4dc-4f2d-bc7f-3b883ba43f3e,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/1d5367b8-c049-43a4-ac3c-438aedca19ba/image_1950.webp,likely_non_transparent_or_white_canvas,,jota-jota-c1s-yuvarlak-karbit-frez-yuvarlak-karbit-karbit-frez.webp,Remove white canvas/background and export transparent WebP
464,b3d6bec6-1a60-4a45-9217-90ba66afffe6,Jota C1S Yuvarlak Karbit Frez - Yuvarlak Karbit,a52c65ed-d993-4706-8e54-361fb413d876,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/69a6a411-a313-4758-b3be-a4d2170d3424/image_1950.webp,likely_non_transparent_or_white_canvas,,jota-jota-c1s-yuvarlak-karbit-frez-yuvarlak-karbit-karbit-frez.webp,Remove white canvas/background and export transparent WebP
465,b3d6bec6-1a60-4a45-9217-90ba66afffe6,Jota C1S Yuvarlak Karbit Frez - Yuvarlak Karbit,a2a94f49-0a48-48c6-9a41-2a9e4e9185a4,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/a8e877f2-3124-42ad-95c3-66680351dc91/image_1950.webp,likely_non_transparent_or_white_canvas,,jota-jota-c1s-yuvarlak-karbit-frez-yuvarlak-karbit-karbit-frez.webp,Remove white canvas/background and export transparent WebP
466,e8082824-6785-48a4-91da-724a59d14d10,Jota C2 Silindirik Karbit Frez - Silindirik Karbit,a6c3109a-c125-49a9-a186-0bbb153592a7,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/a7df7b60-a88d-424f-9f78-6ab2858b3a87/image_1950.webp,likely_non_transparent_or_white_canvas,,jota-jota-c2-silindirik-karbit-frez-silindirik-karbit-karbit-frez.webp,Remove white canvas/background and export transparent WebP
